video_id,class_id,gloss,subset,feature_path
38646,1463,normal,val,features_npy/38646.npy
38632,307,noon,train,features_npy/38632.npy
38643,1463,normal,train,features_npy/38643.npy
38644,1463,normal,train,features_npy/38644.npy
38681,308,north,train,features_npy/38681.npy
38648,1463,normal,train,features_npy/38648.npy
38684,308,north,val,features_npy/38684.npy
38682,308,north,train,features_npy/38682.npy
38687,308,north,train,features_npy/38687.npy
38683,308,north,test,features_npy/38683.npy
38685,308,north,test,features_npy/38685.npy
38702,1835,northwest,train,features_npy/38702.npy
38704,1835,northwest,train,features_npy/38704.npy
38729,739,nose,train,features_npy/38729.npy
38691,308,north,train,features_npy/38691.npy
38701,1835,northwest,val,features_npy/38701.npy
38730,739,nose,test,features_npy/38730.npy
38706,1835,northwest,train,features_npy/38706.npy
38728,739,nose,val,features_npy/38728.npy
38733,739,nose,train,features_npy/38733.npy
38841,1172,nothing,val,features_npy/38841.npy
38731,739,nose,train,features_npy/38731.npy
38737,739,nose,train,features_npy/38737.npy
38844,1172,nothing,train,features_npy/38844.npy
38830,1172,nothing,train,features_npy/38830.npy
38842,1172,nothing,train,features_npy/38842.npy
38860,309,not,val,features_npy/38860.npy
38849,1172,nothing,train,features_npy/38849.npy
38857,309,not,train,features_npy/38857.npy
38863,309,not,train,features_npy/38863.npy
38858,309,not,train,features_npy/38858.npy
38859,309,not,test,features_npy/38859.npy
38861,309,not,test,features_npy/38861.npy
38872,1837,notice,train,features_npy/38872.npy
38868,309,not,train,features_npy/38868.npy
38944,1836,not yet,test,features_npy/38944.npy
38871,1837,notice,val,features_npy/38871.npy
38875,1837,notice,train,features_npy/38875.npy
38945,1836,not yet,train,features_npy/38945.npy
38873,1837,notice,train,features_npy/38873.npy
38878,1837,notice,train,features_npy/38878.npy
38949,1836,not yet,train,features_npy/38949.npy
38946,1836,not yet,train,features_npy/38946.npy
38977,1464,november,val,features_npy/38977.npy
38974,1464,november,train,features_npy/38974.npy
38973,1464,november,test,features_npy/38973.npy
38975,1464,november,train,features_npy/38975.npy
38980,1464,november,train,features_npy/38980.npy
38990,26,now,train,features_npy/38990.npy
38999,26,now,train,features_npy/38999.npy
38997,26,now,train,features_npy/38997.npy
38991,26,now,test,features_npy/38991.npy
38994,26,now,val,features_npy/38994.npy
39000,26,now,val,features_npy/39000.npy
38995,26,now,train,features_npy/38995.npy
39032,568,number,val,features_npy/39032.npy
39036,568,number,train,features_npy/39036.npy
39070,1838,numerous,train,features_npy/39070.npy
39006,26,now,train,features_npy/39006.npy
39034,568,number,train,features_npy/39034.npy
39033,568,number,train,features_npy/39033.npy
39071,1838,numerous,train,features_npy/39071.npy
39040,568,number,train,features_npy/39040.npy
39067,1838,numerous,test,features_npy/39067.npy
39077,1839,nun,train,features_npy/39077.npy
39072,1838,numerous,train,features_npy/39072.npy
39080,1839,nun,train,features_npy/39080.npy
39073,1838,numerous,train,features_npy/39073.npy
39076,1839,nun,val,features_npy/39076.npy
39082,1839,nun,train,features_npy/39082.npy
39088,310,nurse,test,features_npy/39088.npy
39093,310,nurse,train,features_npy/39093.npy
39089,310,nurse,val,features_npy/39089.npy
39115,1465,nut,train,features_npy/39115.npy
39090,310,nurse,test,features_npy/39090.npy
39091,310,nurse,train,features_npy/39091.npy
39099,310,nurse,train,features_npy/39099.npy
39118,1465,nut,val,features_npy/39118.npy
39116,1465,nut,train,features_npy/39116.npy
39198,1841,objective,val,features_npy/39198.npy
39120,1465,nut,train,features_npy/39120.npy
39201,1841,objective,train,features_npy/39201.npy
39199,1841,objective,train,features_npy/39199.npy
39253,1842,obsess,val,features_npy/39253.npy
39254,1842,obsess,train,features_npy/39254.npy
39203,1841,objective,train,features_npy/39203.npy
39256,1842,obsess,train,features_npy/39256.npy
39255,1842,obsess,train,features_npy/39255.npy
39257,1842,obsess,train,features_npy/39257.npy
39258,1842,obsess,train,features_npy/39258.npy
39289,1843,obtain,train,features_npy/39289.npy
39285,1843,obtain,test,features_npy/39285.npy
39286,1843,obtain,val,features_npy/39286.npy
39287,1843,obtain,train,features_npy/39287.npy
39337,1844,occur,train,features_npy/39337.npy
39291,1843,obtain,train,features_npy/39291.npy
39334,1844,occur,val,features_npy/39334.npy
39335,1844,occur,train,features_npy/39335.npy
39348,932,ocean,val,features_npy/39348.npy
39352,932,ocean,train,features_npy/39352.npy
39349,932,ocean,train,features_npy/39349.npy
39350,932,ocean,val,features_npy/39350.npy
39364,1173,october,val,features_npy/39364.npy
39361,1173,october,train,features_npy/39361.npy
39360,1173,october,train,features_npy/39360.npy
39370,1466,octopus,train,features_npy/39370.npy
39362,1173,october,train,features_npy/39362.npy
39368,1173,october,train,features_npy/39368.npy
39369,1466,octopus,train,features_npy/39369.npy
39375,1466,octopus,train,features_npy/39375.npy
39382,1174,odd,val,features_npy/39382.npy
39378,1174,odd,train,features_npy/39378.npy
39379,1174,odd,train,features_npy/39379.npy
39385,1174,odd,train,features_npy/39385.npy
39387,1845,odor,val,features_npy/39387.npy
39389,1845,odor,train,features_npy/39389.npy
39390,1845,odor,train,features_npy/39390.npy
39388,1845,odor,train,features_npy/39388.npy
39426,1175,offer,train,features_npy/39426.npy
39392,1845,odor,train,features_npy/39392.npy
39427,1175,offer,train,features_npy/39427.npy
39430,1175,offer,train,features_npy/39430.npy
39425,1175,offer,train,features_npy/39425.npy
39447,311,off,test,features_npy/39447.npy
39428,1175,offer,val,features_npy/39428.npy
39432,1175,offer,train,features_npy/39432.npy
39442,311,off,train,features_npy/39442.npy
39443,311,off,train,features_npy/39443.npy
39444,311,off,val,features_npy/39444.npy
39458,227,office,val,features_npy/39458.npy
39459,227,office,train,features_npy/39459.npy
39452,311,off,val,features_npy/39452.npy
39453,311,off,val,features_npy/39453.npy
39457,227,office,test,features_npy/39457.npy
39456,227,office,train,features_npy/39456.npy
39462,227,office,train,features_npy/39462.npy
39460,227,office,train,features_npy/39460.npy
39463,227,office,train,features_npy/39463.npy
39510,740,often,val,features_npy/39510.npy
39468,227,office,train,features_npy/39468.npy
39504,740,often,train,features_npy/39504.npy
39505,740,often,train,features_npy/39505.npy
39511,740,often,train,features_npy/39511.npy
39507,740,often,train,features_npy/39507.npy
39555,1840,o,train,features_npy/39555.npy
39514,740,often,test,features_npy/39514.npy
39553,1840,o,train,features_npy/39553.npy
39592,312,ok,test,features_npy/39592.npy
39557,1840,o,train,features_npy/39557.npy
39583,312,ok,train,features_npy/39583.npy
39584,312,ok,test,features_npy/39584.npy
39585,312,ok,val,features_npy/39585.npy
39589,312,ok,train,features_npy/39589.npy
39586,312,ok,train,features_npy/39586.npy
39632,165,old,train,features_npy/39632.npy
39626,165,old,train,features_npy/39626.npy
39596,312,ok,train,features_npy/39596.npy
39625,165,old,val,features_npy/39625.npy
39624,165,old,val,features_npy/39624.npy
39627,165,old,train,features_npy/39627.npy
39635,165,old,train,features_npy/39635.npy
39647,1846,olympics,val,features_npy/39647.npy
39682,1467,once,val,features_npy/39682.npy
39649,1846,olympics,train,features_npy/39649.npy
39652,1846,olympics,train,features_npy/39652.npy
39679,1467,once,train,features_npy/39679.npy
39680,1467,once,train,features_npy/39680.npy
39743,569,one,train,features_npy/39743.npy
39747,569,one,val,features_npy/39747.npy
39686,1467,once,train,features_npy/39686.npy
39748,569,one,test,features_npy/39748.npy
39742,569,one,val,features_npy/39742.npy
39744,569,one,train,features_npy/39744.npy
39750,569,one,train,features_npy/39750.npy
39841,1176,on,val,features_npy/39841.npy
39839,1176,on,train,features_npy/39839.npy
39840,1176,on,val,features_npy/39840.npy
39848,428,onion,train,features_npy/39848.npy
39845,1176,on,train,features_npy/39845.npy
39847,428,onion,train,features_npy/39847.npy
39849,428,onion,test,features_npy/39849.npy
39850,428,onion,train,features_npy/39850.npy
39853,428,onion,train,features_npy/39853.npy
39854,428,onion,train,features_npy/39854.npy
39851,428,onion,test,features_npy/39851.npy
39877,1177,only,val,features_npy/39877.npy
39879,1177,only,train,features_npy/39879.npy
39878,1177,only,val,features_npy/39878.npy
39857,428,onion,train,features_npy/39857.npy
39874,1177,only,train,features_npy/39874.npy
39875,1177,only,train,features_npy/39875.npy
39881,1177,only,train,features_npy/39881.npy
39956,933,open,test,features_npy/39956.npy
39955,933,open,train,features_npy/39955.npy
39951,933,open,train,features_npy/39951.npy
39957,933,open,train,features_npy/39957.npy
39952,933,open,train,features_npy/39952.npy
39953,933,open,val,features_npy/39953.npy
39962,933,open,val,features_npy/39962.npy
39985,741,operate,val,features_npy/39985.npy
39990,741,operate,val,features_npy/39990.npy
39984,741,operate,test,features_npy/39984.npy
39986,741,operate,train,features_npy/39986.npy
39995,741,operate,test,features_npy/39995.npy
39996,741,operate,train,features_npy/39996.npy
40013,742,opinion,train,features_npy/40013.npy
40011,742,opinion,train,features_npy/40011.npy
40012,742,opinion,train,features_npy/40012.npy
40014,742,opinion,train,features_npy/40014.npy
40051,1178,opposite,train,features_npy/40051.npy
40021,742,opinion,test,features_npy/40021.npy
40054,1178,opposite,train,features_npy/40054.npy
40050,1178,opposite,train,features_npy/40050.npy
40052,1178,opposite,val,features_npy/40052.npy
40097,1848,oral,train,features_npy/40097.npy
40056,1178,opposite,train,features_npy/40056.npy
40102,1848,oral,train,features_npy/40102.npy
40117,27,orange,train,features_npy/40117.npy
40104,1848,oral,val,features_npy/40104.npy
40115,27,orange,train,features_npy/40115.npy
40116,27,orange,train,features_npy/40116.npy
40121,27,orange,train,features_npy/40121.npy
40118,27,orange,val,features_npy/40118.npy
40119,27,orange,train,features_npy/40119.npy
40177,228,order,train,features_npy/40177.npy
40129,27,orange,train,features_npy/40129.npy
40130,27,orange,train,features_npy/40130.npy
40169,228,order,train,features_npy/40169.npy
40171,228,order,train,features_npy/40171.npy
40172,228,order,train,features_npy/40172.npy
40178,228,order,train,features_npy/40178.npy
40179,228,order,train,features_npy/40179.npy
40229,1468,organize,test,features_npy/40229.npy
40183,228,order,val,features_npy/40183.npy
40184,228,order,test,features_npy/40184.npy
40234,1468,organize,val,features_npy/40234.npy
40235,1468,organize,train,features_npy/40235.npy
40231,1468,organize,train,features_npy/40231.npy
40230,1468,organize,train,features_npy/40230.npy
40242,1847,or,train,features_npy/40242.npy
40239,1847,or,train,features_npy/40239.npy
40314,743,other,train,features_npy/40314.npy
40240,1847,or,train,features_npy/40240.npy
40317,743,other,train,features_npy/40317.npy
40313,743,other,train,features_npy/40313.npy
40315,743,other,test,features_npy/40315.npy
40321,743,other,train,features_npy/40321.npy
40342,1849,our,val,features_npy/40342.npy
40343,1849,our,train,features_npy/40343.npy
40398,1179,out,test,features_npy/40398.npy
40345,1849,our,train,features_npy/40345.npy
40403,1179,out,train,features_npy/40403.npy
40397,1179,out,train,features_npy/40397.npy
40347,1849,our,train,features_npy/40347.npy
40399,1179,out,train,features_npy/40399.npy
40469,570,outside,train,features_npy/40469.npy
40468,570,outside,test,features_npy/40468.npy
40465,570,outside,val,features_npy/40465.npy
40409,1179,out,val,features_npy/40409.npy
40464,570,outside,train,features_npy/40464.npy
40467,570,outside,val,features_npy/40467.npy
40470,570,outside,train,features_npy/40470.npy
40474,570,outside,train,features_npy/40474.npy
40531,1850,overcome,train,features_npy/40531.npy
40532,1850,overcome,train,features_npy/40532.npy
40533,1850,overcome,train,features_npy/40533.npy
40476,570,outside,train,features_npy/40476.npy
40477,570,outside,train,features_npy/40477.npy
40528,1850,overcome,val,features_npy/40528.npy
40529,1850,overcome,train,features_npy/40529.npy
40560,1469,over,train,features_npy/40560.npy
40559,1469,over,val,features_npy/40559.npy
40578,1180,overlook,train,features_npy/40578.npy
40565,1469,over,train,features_npy/40565.npy
40561,1469,over,train,features_npy/40561.npy
40566,1469,over,train,features_npy/40566.npy
40581,1180,overlook,train,features_npy/40581.npy
40569,1469,over,train,features_npy/40569.npy
40577,1180,overlook,train,features_npy/40577.npy
40637,934,overwhelm,train,features_npy/40637.npy
40636,934,overwhelm,val,features_npy/40636.npy
40579,1180,overlook,val,features_npy/40579.npy
40639,934,overwhelm,train,features_npy/40639.npy
40635,934,overwhelm,train,features_npy/40635.npy
40640,934,overwhelm,train,features_npy/40640.npy
40638,934,overwhelm,val,features_npy/40638.npy
40654,935,owe,train,features_npy/40654.npy
40642,934,overwhelm,train,features_npy/40642.npy
40650,935,owe,train,features_npy/40650.npy
40651,935,owe,val,features_npy/40651.npy
40652,935,owe,train,features_npy/40652.npy
40660,1470,owl,train,features_npy/40660.npy
40657,935,owe,train,features_npy/40657.npy
40659,1470,owl,train,features_npy/40659.npy
40661,1470,owl,val,features_npy/40661.npy
40726,1851,pack,train,features_npy/40726.npy
40723,1851,pack,train,features_npy/40723.npy
40664,1470,owl,train,features_npy/40664.npy
40722,1851,pack,val,features_npy/40722.npy
40728,1851,pack,train,features_npy/40728.npy
40759,936,page,train,features_npy/40759.npy
40764,936,page,test,features_npy/40764.npy
40760,936,page,train,features_npy/40760.npy
40761,936,page,val,features_npy/40761.npy
40770,936,page,val,features_npy/40770.npy
40802,937,pain,train,features_npy/40802.npy
40803,937,pain,train,features_npy/40803.npy
40806,937,pain,train,features_npy/40806.npy
40807,937,pain,train,features_npy/40807.npy
40810,937,pain,train,features_npy/40810.npy
40828,1852,painter,val,features_npy/40828.npy
40829,1852,painter,train,features_npy/40829.npy
40835,91,paint,val,features_npy/40835.npy
40834,91,paint,train,features_npy/40834.npy
40830,1852,painter,train,features_npy/40830.npy
40831,1852,painter,train,features_npy/40831.npy
40836,91,paint,train,features_npy/40836.npy
40833,1852,painter,train,features_npy/40833.npy
40840,91,paint,val,features_npy/40840.npy
40841,91,paint,train,features_npy/40841.npy
40837,91,paint,train,features_npy/40837.npy
40987,229,pants,val,features_npy/40987.npy
40986,229,pants,train,features_npy/40986.npy
40847,91,paint,train,features_npy/40847.npy
40985,229,pants,train,features_npy/40985.npy
40991,229,pants,train,features_npy/40991.npy
40988,229,pants,train,features_npy/40988.npy
40992,229,pants,val,features_npy/40992.npy
41027,92,paper,val,features_npy/41027.npy
41028,92,paper,train,features_npy/41028.npy
40996,229,pants,train,features_npy/40996.npy
41025,92,paper,train,features_npy/41025.npy
41026,92,paper,train,features_npy/41026.npy
41032,92,paper,train,features_npy/41032.npy
41029,92,paper,train,features_npy/41029.npy
41030,92,paper,train,features_npy/41030.npy
41037,92,paper,train,features_npy/41037.npy
41056,1472,parachute,train,features_npy/41056.npy
41055,1472,parachute,train,features_npy/41055.npy
41065,938,parade,train,features_npy/41065.npy
41058,1472,parachute,val,features_npy/41058.npy
41060,1472,parachute,train,features_npy/41060.npy
41063,938,parade,train,features_npy/41063.npy
41064,938,parade,val,features_npy/41064.npy
41068,938,parade,train,features_npy/41068.npy
41079,1473,paragraph,train,features_npy/41079.npy
41066,938,parade,val,features_npy/41066.npy
41082,1473,paragraph,val,features_npy/41082.npy
41070,938,parade,train,features_npy/41070.npy
41078,1473,paragraph,test,features_npy/41078.npy
41080,1473,paragraph,train,features_npy/41080.npy
41097,1474,parallel,val,features_npy/41097.npy
41084,1473,paragraph,train,features_npy/41084.npy
41095,1474,parallel,train,features_npy/41095.npy
41166,939,parents,train,features_npy/41166.npy
41094,1474,parallel,train,features_npy/41094.npy
41099,1474,parallel,train,features_npy/41099.npy
41164,939,parents,train,features_npy/41164.npy
41165,939,parents,val,features_npy/41165.npy
41265,1853,part,train,features_npy/41265.npy
41262,1853,part,val,features_npy/41262.npy
41263,1853,part,train,features_npy/41263.npy
41311,230,party,train,features_npy/41311.npy
41267,1853,part,train,features_npy/41267.npy
41315,230,party,train,features_npy/41315.npy
41316,230,party,test,features_npy/41316.npy
41321,230,party,val,features_npy/41321.npy
41312,230,party,train,features_npy/41312.npy
41317,230,party,train,features_npy/41317.npy
41322,230,party,val,features_npy/41322.npy
41356,744,pass,train,features_npy/41356.npy
41357,744,pass,val,features_npy/41357.npy
41325,230,party,test,features_npy/41325.npy
41350,744,pass,train,features_npy/41350.npy
41352,744,pass,val,features_npy/41352.npy
41364,744,pass,train,features_npy/41364.npy
41452,231,past,train,features_npy/41452.npy
41365,744,pass,train,features_npy/41365.npy
41446,231,past,train,features_npy/41446.npy
41448,231,past,test,features_npy/41448.npy
41447,231,past,val,features_npy/41447.npy
41453,231,past,val,features_npy/41453.npy
41449,231,past,train,features_npy/41449.npy
41450,231,past,train,features_npy/41450.npy
41454,231,past,train,features_npy/41454.npy
41457,231,past,test,features_npy/41457.npy
41480,1181,path,train,features_npy/41480.npy
41481,1181,path,train,features_npy/41481.npy
41482,1181,path,train,features_npy/41482.npy
41483,1181,path,val,features_npy/41483.npy
41485,1181,path,train,features_npy/41485.npy
41487,1181,path,train,features_npy/41487.npy
41506,313,patient,train,features_npy/41506.npy
41507,313,patient,test,features_npy/41507.npy
41511,313,patient,val,features_npy/41511.npy
41508,313,patient,train,features_npy/41508.npy
41509,313,patient,train,features_npy/41509.npy
41554,1854,pause,train,features_npy/41554.npy
41516,313,patient,val,features_npy/41516.npy
41553,1854,pause,train,features_npy/41553.npy
41559,1854,pause,test,features_npy/41559.npy
41555,1854,pause,train,features_npy/41555.npy
41563,1854,pause,train,features_npy/41563.npy
41580,1475,pay attention,train,features_npy/41580.npy
41584,1475,pay attention,train,features_npy/41584.npy
41595,314,pay,train,features_npy/41595.npy
41592,314,pay,val,features_npy/41592.npy
41582,1475,pay attention,test,features_npy/41582.npy
41601,314,pay,test,features_npy/41601.npy
41585,1475,pay attention,train,features_npy/41585.npy
41598,314,pay,train,features_npy/41598.npy
41596,314,pay,train,features_npy/41596.npy
41645,1855,peaceful,val,features_npy/41645.npy
41647,1855,peaceful,train,features_npy/41647.npy
41644,1855,peaceful,test,features_npy/41644.npy
41608,314,pay,train,features_npy/41608.npy
41646,1855,peaceful,train,features_npy/41646.npy
41649,1855,peaceful,train,features_npy/41649.npy
41648,1855,peaceful,train,features_npy/41648.npy
41650,1855,peaceful,train,features_npy/41650.npy
41653,1476,peace,test,features_npy/41653.npy
41657,1476,peace,val,features_npy/41657.npy
41654,1476,peace,train,features_npy/41654.npy
41659,1476,peace,train,features_npy/41659.npy
41666,571,peach,val,features_npy/41666.npy
41662,571,peach,train,features_npy/41662.npy
41663,571,peach,train,features_npy/41663.npy
41664,571,peach,train,features_npy/41664.npy
41669,571,peach,train,features_npy/41669.npy
41696,1477,peanut butter,val,features_npy/41696.npy
41693,1477,peanut butter,train,features_npy/41693.npy
41670,571,peach,train,features_npy/41670.npy
41708,1856,pear,train,features_npy/41708.npy
41694,1477,peanut butter,train,features_npy/41694.npy
41698,1477,peanut butter,train,features_npy/41698.npy
41705,1856,pear,train,features_npy/41705.npy
41775,1857,peel,train,features_npy/41775.npy
41774,1857,peel,val,features_npy/41774.npy
41814,1858,penalty,train,features_npy/41814.npy
41777,1857,peel,train,features_npy/41777.npy
41780,1857,peel,train,features_npy/41780.npy
41811,1858,penalty,val,features_npy/41811.npy
41812,1858,penalty,train,features_npy/41812.npy
41826,232,pencil,train,features_npy/41826.npy
41816,1858,penalty,train,features_npy/41816.npy
41822,232,pencil,train,features_npy/41822.npy
41896,1859,pennsylvania,train,features_npy/41896.npy
41824,232,pencil,train,features_npy/41824.npy
41823,232,pencil,test,features_npy/41823.npy
41833,232,pencil,val,features_npy/41833.npy
41905,1860,penny,train,features_npy/41905.npy
41897,1859,pennsylvania,train,features_npy/41897.npy
41899,1859,pennsylvania,train,features_npy/41899.npy
41900,1859,pennsylvania,train,features_npy/41900.npy
41902,1860,penny,test,features_npy/41902.npy
41923,429,people,train,features_npy/41923.npy
41907,1860,penny,train,features_npy/41907.npy
41922,429,people,train,features_npy/41922.npy
41927,429,people,test,features_npy/41927.npy
41924,429,people,test,features_npy/41924.npy
41940,430,pepper,test,features_npy/41940.npy
41941,430,pepper,val,features_npy/41941.npy
41931,429,people,train,features_npy/41931.npy
41938,430,pepper,test,features_npy/41938.npy
41942,430,pepper,train,features_npy/41942.npy
41945,430,pepper,train,features_npy/41945.npy
41939,430,pepper,train,features_npy/41939.npy
41976,1182,percent,train,features_npy/41976.npy
41979,1182,percent,val,features_npy/41979.npy
41943,430,pepper,train,features_npy/41943.npy
41977,1182,percent,train,features_npy/41977.npy
41982,1182,percent,train,features_npy/41982.npy
42001,940,perfect,test,features_npy/42001.npy
42004,940,perfect,train,features_npy/42004.npy
41998,940,perfect,train,features_npy/41998.npy
42002,940,perfect,train,features_npy/42002.npy
42005,940,perfect,train,features_npy/42005.npy
42039,1478,perfume,test,features_npy/42039.npy
42040,1478,perfume,train,features_npy/42040.npy
42045,1478,perfume,train,features_npy/42045.npy
42008,940,perfect,train,features_npy/42008.npy
42076,941,period,train,features_npy/42076.npy
42044,1478,perfume,val,features_npy/42044.npy
42086,941,period,val,features_npy/42086.npy
42041,1478,perfume,train,features_npy/42041.npy
42138,1861,permit,train,features_npy/42138.npy
42080,941,period,train,features_npy/42080.npy
42142,1861,permit,train,features_npy/42142.npy
42088,941,period,train,features_npy/42088.npy
42137,1861,permit,train,features_npy/42137.npy
42214,1479,personality,test,features_npy/42214.npy
42148,1861,permit,train,features_npy/42148.npy
42217,1479,personality,train,features_npy/42217.npy
42215,1479,personality,train,features_npy/42215.npy
42226,166,person,train,features_npy/42226.npy
42220,1479,personality,train,features_npy/42220.npy
42225,166,person,train,features_npy/42225.npy
42227,166,person,train,features_npy/42227.npy
42231,166,person,val,features_npy/42231.npy
42232,166,person,train,features_npy/42232.npy
42246,315,perspective,train,features_npy/42246.npy
42239,166,person,train,features_npy/42239.npy
42243,315,perspective,train,features_npy/42243.npy
42245,315,perspective,train,features_npy/42245.npy
42247,315,perspective,train,features_npy/42247.npy
42252,315,perspective,train,features_npy/42252.npy
42248,315,perspective,val,features_npy/42248.npy
42251,315,perspective,train,features_npy/42251.npy
42314,1480,pet,train,features_npy/42314.npy
42253,315,perspective,train,features_npy/42253.npy
42256,315,perspective,test,features_npy/42256.npy
42308,1480,pet,train,features_npy/42308.npy
42309,1480,pet,val,features_npy/42309.npy
42381,1481,philadelphia,train,features_npy/42381.npy
42318,1480,pet,train,features_npy/42318.npy
42400,942,philosophy,test,features_npy/42400.npy
42407,942,philosophy,train,features_npy/42407.npy
42401,942,philosophy,train,features_npy/42401.npy
42379,1481,philadelphia,train,features_npy/42379.npy
42428,431,phone,test,features_npy/42428.npy
42403,942,philosophy,train,features_npy/42403.npy
42410,942,philosophy,train,features_npy/42410.npy
42423,431,phone,train,features_npy/42423.npy
42424,431,phone,train,features_npy/42424.npy
42425,431,phone,train,features_npy/42425.npy
42434,431,phone,train,features_npy/42434.npy
42470,943,photographer,train,features_npy/42470.npy
42471,943,photographer,train,features_npy/42471.npy
42472,943,photographer,val,features_npy/42472.npy
42475,943,photographer,train,features_npy/42475.npy
42504,1862,phrase,train,features_npy/42504.npy
42478,943,photographer,train,features_npy/42478.npy
42503,1862,phrase,train,features_npy/42503.npy
42501,1862,phrase,test,features_npy/42501.npy
42502,1862,phrase,val,features_npy/42502.npy
42513,1471,p,train,features_npy/42513.npy
42505,1862,phrase,train,features_npy/42505.npy
42507,1862,phrase,train,features_npy/42507.npy
42511,1471,p,train,features_npy/42511.npy
42544,1482,physician,train,features_npy/42544.npy
42516,1471,p,train,features_npy/42516.npy
42540,1482,physician,val,features_npy/42540.npy
42541,1482,physician,test,features_npy/42541.npy
42542,1482,physician,train,features_npy/42542.npy
42545,1482,physician,val,features_npy/42545.npy
42557,1183,physics,train,features_npy/42557.npy
42554,1183,physics,train,features_npy/42554.npy
42547,1482,physician,train,features_npy/42547.npy
42552,1183,physics,train,features_npy/42552.npy
42553,1183,physics,train,features_npy/42553.npy
42555,1183,physics,val,features_npy/42555.npy
42566,1184,piano,train,features_npy/42566.npy
42560,1183,physics,train,features_npy/42560.npy
42589,1185,pick,train,features_npy/42589.npy
42565,1184,piano,train,features_npy/42565.npy
42585,1185,pick,train,features_npy/42585.npy
42567,1184,piano,val,features_npy/42567.npy
42588,1185,pick,test,features_npy/42588.npy
42569,1184,piano,train,features_npy/42569.npy
42571,1184,piano,train,features_npy/42571.npy
42607,1863,pickle,train,features_npy/42607.npy
42608,1863,pickle,train,features_npy/42608.npy
42597,1185,pick,val,features_npy/42597.npy
42609,1863,pickle,train,features_npy/42609.npy
42653,432,picture,train,features_npy/42653.npy
42656,432,picture,train,features_npy/42656.npy
42605,1863,pickle,val,features_npy/42605.npy
42651,432,picture,train,features_npy/42651.npy
42652,432,picture,train,features_npy/42652.npy
42654,432,picture,train,features_npy/42654.npy
42667,1483,piece,train,features_npy/42667.npy
42660,432,picture,train,features_npy/42660.npy
42664,1483,piece,test,features_npy/42664.npy
42665,1483,piece,train,features_npy/42665.npy
42670,1483,piece,train,features_npy/42670.npy
42672,1186,pie,train,features_npy/42672.npy
42675,1186,pie,train,features_npy/42675.npy
42671,1186,pie,train,features_npy/42671.npy
42673,1186,pie,val,features_npy/42673.npy
42702,572,pig,train,features_npy/42702.npy
42703,572,pig,train,features_npy/42703.npy
42701,572,pig,val,features_npy/42701.npy
42677,1186,pie,train,features_npy/42677.npy
42706,572,pig,test,features_npy/42706.npy
42704,572,pig,train,features_npy/42704.npy
42749,745,pillow,train,features_npy/42749.npy
42709,572,pig,train,features_npy/42709.npy
42747,745,pillow,train,features_npy/42747.npy
42746,745,pillow,val,features_npy/42746.npy
42753,745,pillow,train,features_npy/42753.npy
42754,745,pillow,train,features_npy/42754.npy
42750,745,pillow,val,features_npy/42750.npy
42764,1864,pilot,train,features_npy/42764.npy
42758,745,pillow,train,features_npy/42758.npy
42761,1864,pilot,val,features_npy/42761.npy
42762,1864,pilot,train,features_npy/42762.npy
42767,1864,pilot,train,features_npy/42767.npy
42831,67,pink,train,features_npy/42831.npy
42829,67,pink,train,features_npy/42829.npy
42832,67,pink,train,features_npy/42832.npy
42830,67,pink,train,features_npy/42830.npy
42836,67,pink,train,features_npy/42836.npy
42833,67,pink,val,features_npy/42833.npy
42843,67,pink,train,features_npy/42843.npy
42940,1484,pity,train,features_npy/42940.npy
42939,1484,pity,train,features_npy/42939.npy
42942,1484,pity,val,features_npy/42942.npy
42945,1484,pity,train,features_npy/42945.npy
42947,1484,pity,test,features_npy/42947.npy
42960,68,pizza,test,features_npy/42960.npy
42956,68,pizza,train,features_npy/42956.npy
42958,68,pizza,train,features_npy/42958.npy
42961,68,pizza,train,features_npy/42961.npy
42959,68,pizza,train,features_npy/42959.npy
42969,68,pizza,train,features_npy/42969.npy
42967,68,pizza,train,features_npy/42967.npy
42962,68,pizza,val,features_npy/42962.npy
42966,68,pizza,train,features_npy/42966.npy
42988,944,place,val,features_npy/42988.npy
42987,944,place,train,features_npy/42987.npy
42977,68,pizza,val,features_npy/42977.npy
43057,233,plan,val,features_npy/43057.npy
42989,944,place,train,features_npy/42989.npy
43056,233,plan,train,features_npy/43056.npy
43062,233,plan,train,features_npy/43062.npy
42994,944,place,val,features_npy/42994.npy
43061,233,plan,train,features_npy/43061.npy
43058,233,plan,test,features_npy/43058.npy
43067,233,plan,test,features_npy/43067.npy
43083,1485,plant,train,features_npy/43083.npy
43113,1187,plate,val,features_npy/43113.npy
43079,1485,plant,train,features_npy/43079.npy
43078,1485,plant,val,features_npy/43078.npy
43081,1485,plant,val,features_npy/43081.npy
43090,1485,plant,train,features_npy/43090.npy
43117,1187,plate,test,features_npy/43117.npy
43114,1187,plate,train,features_npy/43114.npy
43149,1865,player,train,features_npy/43149.npy
43168,69,play,train,features_npy/43168.npy
43124,1187,plate,val,features_npy/43124.npy
43147,1865,player,train,features_npy/43147.npy
43151,1865,player,train,features_npy/43151.npy
43166,69,play,val,features_npy/43166.npy
43167,69,play,train,features_npy/43167.npy
43169,69,play,train,features_npy/43169.npy
43173,69,play,train,features_npy/43173.npy
43170,69,play,train,features_npy/43170.npy
43171,69,play,test,features_npy/43171.npy
